date;greenbox;breached_range_high;breached_range_low;closed_above_range_high;closed_below_range_low;range_confirmed;range_holds_close;range_holds_wick;breakout_time;breakout_window;upday;range_holds;close_outside_range;max_retracement_time;max_expansion_time;retrace_into_range;retracement_in_minutes;expansion_in_minutes;expansion_window;retracement_window;took_out_day_open;took_out_ny_true_open;expansion_level;expansion_level_body;retracement_level;retracement_level_body;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level;model;model_prev;upday_prev;range_holds_prev;range_multiplier
2023-12-08;true;true;false;true;false;true;true;true;1701995400000000;09:30 - 09:45;true;true;true;1701997200000000;1702012800000000;true;30.0;290.0;14:15 - 14:30;10:00 - 10:15;;;2.4;2.7;0.7;0.6;2.5;0.7;0.6;1.0;2.0;0.7;2.5;Medium Uptrend;Strong Uptrend;true;true;0.2
2023-12-11;false;false;true;false;true;true;true;true;1702254600000000;09:30 - 09:45;false;true;true;1702254900000000;1702257300000000;false;5.0;45.0;10:15 - 10:30;09:30 - 09:45;;;-1.2;-2.0;-0.1;-0.1;-1.3;-0.1;0.2;0.0;-0.8;-1.3;0.0;Strong Uptrend;Weak Uptrend;true;true;0.5
2023-12-12;true;true;false;true;false;true;true;true;1702341000000000;09:30 - 09:45;true;true;true;1702341300000000;1702343400000000;false;5.0;40.0;10:00 - 10:15;09:30 - 09:45;;;2.1;2.7;1.1;1.4;2.2;1.0;0.2;0.9;2.0;0.8;2.2;Strong Uptrend;Strong Downtrend;true;true;0.3
2023-12-13;false;false;true;false;true;true;true;true;1702431600000000;10:30 - 10:45;false;true;true;1702431900000000;1702441200000000;false;5.0;160.0;13:15 - 13:30;10:45 - 11:00;;;-3.8;-4.2;-0.5;-0.5;-3.9;-0.5;0.9;0.0;-2.9;-3.9;0.9;Strong Uptrend;Medium Downtrend;false;false;0.3
2023-12-14;true;true;false;true;false;true;true;true;1702514400000000;09:30 - 09:45;true;true;true;1702515600000000;1702529400000000;true;20.0;250.0;13:45 - 14:00;10:00 - 10:15;;;1.8;3.0;0.8;1.1;1.9;0.8;0.2;0.8;1.6;0.7;1.9;Strong Uptrend;Strong Downtrend;false;true;0.2
2023-12-15;true;true;false;true;false;true;true;true;1702600200000000;09:30 - 09:45;true;true;true;1702604400000000;1702612500000000;true;70.0;205.0;12:45 - 13:00;10:30 - 10:45;;;3.6;6.1;0.5;0.4;3.7;0.5;0.3;0.9;2.7;0.5;3.7;Strong Uptrend;Strong Downtrend;true;false;0.2
2023-12-18;true;false;true;false;true;true;true;true;1702860300000000;09:45 - 10:00;false;true;true;1702860900000000;1702863900000000;true;10.0;60.0;10:45 - 11:00;09:45 - 10:00;;;-2.4;-4.0;0.1;0.1;-2.4;0.8;0.0;0.4;-0.6;-2.4;0.8;Contraction;Medium Downtrend;false;false;0.2
2023-12-19;true;true;false;true;false;true;true;true;1702945800000000;09:30 - 09:45;true;true;true;1702950300000000;1702954200000000;true;75.0;140.0;11:45 - 12:00;10:45 - 11:00;;;2.5;2.7;0.2;0.2;2.6;0.2;0.0;1.0;1.2;0.2;2.6;Medium Uptrend;Medium Uptrend;true;true;0.3
2023-12-20;false;true;true;true;true;true;false;false;1703032800000000;09:30 - 09:45;false;false;false;1703033100000000;1703034000000000;false;5.0;20.0;10:00 - 10:15;09:45 - 10:00;;;-2.0;-3.1;-0.4;-0.7;-2.0;3.2;0.3;0.0;0.4;-2.0;3.2;Strong Uptrend;Medium Downtrend;false;true;0.2
2023-12-21;false;true;true;true;true;true;false;false;1703123400000000;10:45 - 11:00;false;false;false;1703125800000000;1703131200000000;true;40.0;130.0;13:00 - 13:15;11:30 - 11:45;;;-0.0;-0.2;1.1;1.2;-0.1;1.9;1.0;0.1;1.6;-0.3;1.9;Strong Downtrend;Weak Downtrend;true;true;0.3
